省,省确诊,省治愈,省死亡,市,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡,日期
四川省,15,0,0,成都,7,0,0,7,0,0,2020-01-23
四川省,15,0,0,广安,2,0,0,2,0,0,2020-01-23
四川省,15,0,0,绵阳,2,0,0,2,0,0,2020-01-23
四川省,15,0,0,达州,1,0,0,1,0,0,2020-01-23
四川省,15,0,0,遂宁,1,0,0,1,0,0,2020-01-23
四川省,15,0,0,德阳,1,0,0,1,0,0,2020-01-23
四川省,15,0,0,雅安,1,0,0,1,0,0,2020-01-23
山西省,1,0,0,太原,1,0,0,1,0,0,2020-01-23
湖南省,24,0,0,长沙,8,0,0,8,0,0,2020-01-23
湖南省,24,0,0,怀化,3,0,0,3,0,0,2020-01-23
湖南省,24,0,0,永州,4,0,0,4,0,0,2020-01-23
湖南省,24,0,0,郴州,1,0,0,1,0,0,2020-01-23
湖南省,24,0,0,株洲,1,0,0,1,0,0,2020-01-23
湖南省,24,0,0,岳阳,3,0,0,3,0,0,2020-01-23
湖南省,24,0,0,湘潭,1,0,0,1,0,0,2020-01-23
湖南省,24,0,0,娄底,3,0,0,3,0,0,2020-01-23
山东省,15,0,0,青岛,4,0,0,4,0,0,2020-01-23
山东省,15,0,0,威海,2,0,0,2,0,0,2020-01-23
山东省,15,0,0,临沂,2,0,0,2,0,0,2020-01-23
山东省,15,0,0,潍坊,1,0,0,1,0,0,2020-01-23
山东省,15,0,0,日照,1,0,0,1,0,0,2020-01-23
山东省,15,0,0,济南,2,0,0,2,0,0,2020-01-23
山东省,15,0,0,烟台,2,0,0,2,0,0,2020-01-23
山东省,15,0,0,济宁,1,0,0,1,0,0,2020-01-23
湖北省,549,31,24,武汉,495,31,23,495,31,23,2020-01-23
湖北省,549,31,24,孝感,22,0,0,22,0,0,2020-01-23
湖北省,549,31,24,黄冈,12,0,0,12,0,0,2020-01-23
湖北省,549,31,24,荆州,8,0,0,8,0,0,2020-01-23
湖北省,549,31,24,荆门,8,0,0,8,0,0,2020-01-23
湖北省,549,31,24,仙桃,2,0,0,2,0,0,2020-01-23
湖北省,549,31,24,宜昌,1,0,1,1,0,1,2020-01-23
湖北省,549,31,24,十堰,1,0,0,1,0,0,2020-01-23
北京市,34,1,0,昌平,3,0,0,3,0,0,2020-01-23
北京市,34,1,0,大兴,2,1,0,2,1,0,2020-01-23
北京市,34,1,0,丰台,2,0,0,2,0,0,2020-01-23
北京市,34,1,0,海淀,4,0,0,4,0,0,2020-01-23
北京市,34,1,0,通州,2,0,0,2,0,0,2020-01-23
北京市,34,1,0,外地来京人员,10,0,0,10,0,0,2020-01-23
北京市,34,1,0,西城,4,0,0,4,0,0,2020-01-23
北京市,34,1,0,朝阳,5,0,0,5,0,0,2020-01-23
北京市,34,1,0,石景山,1,0,0,1,0,0,2020-01-23
北京市,34,1,0,顺义,1,0,0,1,0,0,2020-01-23
广东省,53,2,0,佛山,7,0,0,7,0,0,2020-01-23
广东省,53,2,0,广州,7,0,0,7,0,0,2020-01-23
广东省,53,2,0,惠州,5,0,0,5,0,0,2020-01-23
广东省,53,2,0,韶关,3,0,0,3,0,0,2020-01-23
广东省,53,2,0,深圳,15,2,0,15,2,0,2020-01-23
广东省,53,2,0,湛江,2,0,0,2,0,0,2020-01-23
广东省,53,2,0,珠海,8,0,0,8,0,0,2020-01-23
广东省,53,2,0,中山,2,0,0,2,0,0,2020-01-23
广东省,53,2,0,阳江,3,0,0,3,0,0,2020-01-23
广东省,53,2,0,肇庆,1,0,0,1,0,0,2020-01-23
广东省,53,2,0,清远,1,0,0,1,0,0,2020-01-23
贵州省,3,0,0,贵阳,1,0,0,1,0,0,2020-01-23
贵州省,3,0,0,铜仁,1,0,0,1,0,0,2020-01-23
贵州省,3,0,0,黔南州,1,0,0,1,0,0,2020-01-23
江苏省,9,0,0,苏州,2,0,0,2,0,0,2020-01-23
江苏省,9,0,0,南京,3,0,0,3,0,0,2020-01-23
江苏省,9,0,0,连云港,1,0,0,1,0,0,2020-01-23
江苏省,9,0,0,扬州,1,0,0,1,0,0,2020-01-23
江苏省,9,0,0,南通,1,0,0,1,0,0,2020-01-23
江苏省,9,0,0,无锡,1,0,0,1,0,0,2020-01-23
黑龙江省,4,0,1,牡丹江,1,0,0,1,0,0,2020-01-23
黑龙江省,4,0,1,哈尔滨,1,0,0,1,0,0,2020-01-23
黑龙江省,4,0,1,大庆,1,0,0,1,0,0,2020-01-23
黑龙江省,4,0,1,绥化,1,0,1,1,0,1,2020-01-23
广西壮族自治区,13,0,0,北海,6,0,0,6,0,0,2020-01-23
广西壮族自治区,13,0,0,柳州,2,0,0,2,0,0,2020-01-23
广西壮族自治区,13,0,0,梧州,1,0,0,1,0,0,2020-01-23
广西壮族自治区,13,0,0,桂林,2,0,0,2,0,0,2020-01-23
广西壮族自治区,13,0,0,百色,1,0,0,1,0,0,2020-01-23
广西壮族自治区,13,0,0,河池,1,0,0,1,0,0,2020-01-23
河北省,2,0,1,石家庄,1,0,0,1,0,0,2020-01-23
河北省,2,0,1,沧州,1,0,1,1,0,1,2020-01-23
重庆市,27,0,0,万州区,3,0,0,3,0,0,2020-01-23
重庆市,27,0,0,巫山县,3,0,0,3,0,0,2020-01-23
重庆市,27,0,0,长寿区,3,0,0,3,0,0,2020-01-23
重庆市,27,0,0,九龙坡区,2,0,0,2,0,0,2020-01-23
重庆市,27,0,0,垫江县,2,0,0,2,0,0,2020-01-23
重庆市,27,0,0,渝北区,2,0,0,2,0,0,2020-01-23
重庆市,27,0,0,永川区,2,0,0,2,0,0,2020-01-23
重庆市,27,0,0,涪陵区,1,0,0,1,0,0,2020-01-23
重庆市,27,0,0,开州区,2,0,0,2,0,0,2020-01-23
重庆市,27,0,0,忠县,1,0,0,1,0,0,2020-01-23
重庆市,27,0,0,大渡口区,1,0,0,1,0,0,2020-01-23
重庆市,27,0,0,云阳县,1,0,0,1,0,0,2020-01-23
重庆市,27,0,0,奉节县,1,0,0,1,0,0,2020-01-23
重庆市,27,0,0,巫溪县,1,0,0,1,0,0,2020-01-23
重庆市,27,0,0,秀山县,1,0,0,1,0,0,2020-01-23
重庆市,27,0,0,两江新区,1,0,0,1,0,0,2020-01-23
吉林省,3,0,0,长春,1,0,0,1,0,0,2020-01-23
吉林省,3,0,0,吉林,1,0,0,1,0,0,2020-01-23
吉林省,3,0,0,松原,1,0,0,1,0,0,2020-01-23
辽宁省,4,0,0,大连,1,0,0,1,0,0,2020-01-23
辽宁省,4,0,0,沈阳,2,0,0,2,0,0,2020-01-23
辽宁省,4,0,0,朝阳,1,0,0,1,0,0,2020-01-23
河南省,9,0,0,巩义,2,0,0,2,0,0,2020-01-23
河南省,9,0,0,洛阳,1,0,0,1,0,0,2020-01-23
河南省,9,0,0,三门峡,1,0,0,1,0,0,2020-01-23
河南省,9,0,0,郑州,3,0,0,3,0,0,2020-01-23
河南省,9,0,0,信阳,1,0,0,1,0,0,2020-01-23
河南省,9,0,0,周口,1,0,0,1,0,0,2020-01-23
海南省,8,0,0,海口,3,0,0,3,0,0,2020-01-23
海南省,8,0,0,临高县,1,0,0,1,0,0,2020-01-23
海南省,8,0,0,三亚,2,0,0,2,0,0,2020-01-23
海南省,8,0,0,万宁,2,0,0,2,0,0,2020-01-23
江西省,7,0,0,抚州,1,0,0,1,0,0,2020-01-23
江西省,7,0,0,萍乡,1,0,0,1,0,0,2020-01-23
江西省,7,0,0,南昌,2,0,0,2,0,0,2020-01-23
江西省,7,0,0,九江,1,0,0,1,0,0,2020-01-23
江西省,7,0,0,新余,1,0,0,1,0,0,2020-01-23
江西省,7,0,0,吉安,1,0,0,1,0,0,2020-01-23
陕西省,5,0,0,咸阳,1,0,0,1,0,0,2020-01-23
陕西省,5,0,0,西安,2,0,0,2,0,0,2020-01-23
陕西省,5,0,0,安康,1,0,0,1,0,0,2020-01-23
陕西省,5,0,0,延安,1,0,0,1,0,0,2020-01-23
浙江省,43,1,0,杭州,6,0,0,6,0,0,2020-01-23
浙江省,43,1,0,宁波,5,0,0,5,0,0,2020-01-23
浙江省,43,1,0,台州,18,0,0,18,0,0,2020-01-23
浙江省,43,1,0,温州,6,1,0,6,1,0,2020-01-23
浙江省,43,1,0,舟山,1,0,0,1,0,0,2020-01-23
浙江省,43,1,0,绍兴,1,0,0,1,0,0,2020-01-23
浙江省,43,1,0,金华,1,0,0,1,0,0,2020-01-23
浙江省,43,1,0,衢州,2,0,0,2,0,0,2020-01-23
浙江省,43,1,0,嘉兴,3,0,0,3,0,0,2020-01-23
甘肃省,2,0,0,兰州,1,0,0,1,0,0,2020-01-23
甘肃省,2,0,0,白银,1,0,0,1,0,0,2020-01-23
宁夏回族自治区,2,0,0,银川,1,0,0,1,0,0,2020-01-23
宁夏回族自治区,2,0,0,中卫,1,0,0,1,0,0,2020-01-23
内蒙古自治区,2,0,0,满洲里,1,0,0,1,0,0,2020-01-23
安徽省,15,0,0,合肥,6,0,0,6,0,0,2020-01-23
安徽省,15,0,0,六安,2,0,0,2,0,0,2020-01-23
安徽省,15,0,0,滁州,1,0,0,1,0,0,2020-01-23
安徽省,15,0,0,阜阳,2,0,0,2,0,0,2020-01-23
安徽省,15,0,0,亳州,1,0,0,1,0,0,2020-01-23
安徽省,15,0,0,安庆,1,0,0,1,0,0,2020-01-23
安徽省,15,0,0,池州,1,0,0,1,0,0,2020-01-23
安徽省,15,0,0,蚌埠,1,0,0,1,0,0,2020-01-23
福建省,10,0,0,福州,5,0,0,5,0,0,2020-01-23
福建省,10,0,0,厦门,3,0,0,3,0,0,2020-01-23
福建省,10,0,0,泉州,1,0,0,1,0,0,2020-01-23
福建省,10,0,0,宁德,1,0,0,1,0,0,2020-01-23
云南省,2,0,0,昆明,2,0,0,2,0,0,2020-01-23
四川省,28,0,0,成都,9,0,0,16,0,0,2020-01-24
四川省,28,0,0,广安,0,0,0,2,0,0,2020-01-24
四川省,28,0,0,绵阳,0,0,0,2,0,0,2020-01-24
四川省,28,0,0,遂宁,1,0,0,2,0,0,2020-01-24
四川省,28,0,0,达州,0,0,0,1,0,0,2020-01-24
四川省,28,0,0,德阳,0,0,0,1,0,0,2020-01-24
四川省,28,0,0,雅安,0,0,0,1,0,0,2020-01-24
四川省,28,0,0,自贡,1,0,0,1,0,0,2020-01-24
四川省,28,0,0,泸州,1,0,0,1,0,0,2020-01-24
四川省,28,0,0,内江,1,0,0,1,0,0,2020-01-24
山西省,6,0,0,太原,1,0,0,2,0,0,2020-01-24
山西省,6,0,0,运城,2,0,0,2,0,0,2020-01-24
山西省,6,0,0,大同,1,0,0,1,0,0,2020-01-24
山西省,6,0,0,长治,1,0,0,1,0,0,2020-01-24
湖南省,43,0,0,长沙,0,0,0,8,0,0,2020-01-24
湖南省,43,0,0,怀化,2,0,0,5,0,0,2020-01-24
湖南省,43,0,0,岳阳,2,0,0,5,0,0,2020-01-24
湖南省,43,0,0,娄底,2,0,0,5,0,0,2020-01-24
湖南省,43,0,0,永州,0,0,0,4,0,0,2020-01-24
湖南省,43,0,0,益阳,4,0,0,4,0,0,2020-01-24
湖南省,43,0,0,衡阳,3,0,0,3,0,0,2020-01-24
湖南省,43,0,0,常德,3,0,0,3,0,0,2020-01-24
湖南省,43,0,0,湘潭,1,0,0,2,0,0,2020-01-24
湖南省,43,0,0,邵阳,2,0,0,2,0,0,2020-01-24
湖南省,43,0,0,郴州,0,0,0,1,0,0,2020-01-24
湖南省,43,0,0,株洲,0,0,0,1,0,0,2020-01-24
山东省,27,0,0,青岛,2,0,0,6,0,0,2020-01-24
山东省,27,0,0,威海,1,0,0,3,0,0,2020-01-24
山东省,27,0,0,临沂,1,0,0,3,0,0,2020-01-24
山东省,27,0,0,日照,2,0,0,3,0,0,2020-01-24
山东省,27,0,0,济南,1,0,0,3,0,0,2020-01-24
山东省,27,0,0,烟台,0,0,0,2,0,0,2020-01-24
山东省,27,0,0,济宁,1,0,0,2,0,0,2020-01-24
山东省,27,0,0,潍坊,0,0,0,1,0,0,2020-01-24
山东省,27,0,0,德州,1,0,0,1,0,0,2020-01-24
山东省,27,0,0,聊城,1,0,0,1,0,0,2020-01-24
山东省,27,0,0,滨州,1,0,0,1,0,0,2020-01-24
山东省,27,0,0,菏泽,1,0,0,1,0,0,2020-01-24
湖北省,730,32,39,武汉,77,1,15,572,32,38,2020-01-24
湖北省,730,32,39,黄冈,52,0,0,64,0,0,2020-01-24
湖北省,730,32,39,孝感,4,0,0,26,0,0,2020-01-24
湖北省,730,32,39,荆门,13,0,0,21,0,0,2020-01-24
湖北省,730,32,39,恩施州,11,0,0,11,0,0,2020-01-24
湖北省,730,32,39,荆州,2,0,0,10,0,0,2020-01-24
湖北省,730,32,39,仙桃,8,0,0,10,0,0,2020-01-24
湖北省,730,32,39,十堰,4,0,0,5,0,0,2020-01-24
湖北省,730,32,39,随州,5,0,0,5,0,0,2020-01-24
湖北省,730,32,39,天门,3,0,0,3,0,0,2020-01-24
湖北省,730,32,39,宜昌,0,0,0,1,0,1,2020-01-24
湖北省,730,32,39,鄂州,1,0,0,1,0,0,2020-01-24
湖北省,730,32,39,襄阳,1,0,0,1,0,0,2020-01-24
北京市,41,2,0,外地来京人员,1,0,0,11,0,0,2020-01-24
北京市,41,2,0,海淀,4,0,0,8,0,0,2020-01-24
北京市,41,2,0,朝阳,1,0,0,6,0,0,2020-01-24
北京市,41,2,0,西城,0,0,0,4,0,0,2020-01-24
北京市,41,2,0,昌平,0,0,0,3,0,0,2020-01-24
北京市,41,2,0,通州,1,0,0,3,0,0,2020-01-24
北京市,41,2,0,大兴,0,1,0,2,2,0,2020-01-24
北京市,41,2,0,丰台,0,0,0,2,0,0,2020-01-24
北京市,41,2,0,石景山,0,0,0,1,0,0,2020-01-24
北京市,41,2,0,顺义,0,0,0,1,0,0,2020-01-24
广东省,78,2,0,深圳,5,0,0,20,2,0,2020-01-24
广东省,78,2,0,广州,7,0,0,14,0,0,2020-01-24
广东省,78,2,0,珠海,2,0,0,10,0,0,2020-01-24
广东省,78,2,0,佛山,2,0,0,9,0,0,2020-01-24
广东省,78,2,0,惠州,2,0,0,7,0,0,2020-01-24
广东省,78,2,0,阳江,2,0,0,5,0,0,2020-01-24
广东省,78,2,0,韶关,0,0,0,3,0,0,2020-01-24
广东省,78,2,0,湛江,0,0,0,2,0,0,2020-01-24
广东省,78,2,0,中山,0,0,0,2,0,0,2020-01-24
广东省,78,2,0,肇庆,1,0,0,2,0,0,2020-01-24
广东省,78,2,0,清远,1,0,0,2,0,0,2020-01-24
广东省,78,2,0,东莞,1,0,0,1,0,0,2020-01-24
广东省,78,2,0,汕头,1,0,0,1,0,0,2020-01-24
贵州省,4,0,0,铜仁,1,0,0,2,0,0,2020-01-24
贵州省,4,0,0,贵阳,0,0,0,1,0,0,2020-01-24
贵州省,4,0,0,黔南州,0,0,0,1,0,0,2020-01-24
江苏省,18,1,0,常州,5,0,0,5,0,0,2020-01-24
江苏省,18,1,0,南京,1,0,0,4,0,0,2020-01-24
江苏省,18,1,0,苏州,1,1,0,3,1,0,2020-01-24
江苏省,18,1,0,连云港,0,0,0,1,0,0,2020-01-24
江苏省,18,1,0,扬州,0,0,0,1,0,0,2020-01-24
江苏省,18,1,0,南通,0,0,0,1,0,0,2020-01-24
江苏省,18,1,0,无锡,0,0,0,1,0,0,2020-01-24
江苏省,18,1,0,盐城,1,0,0,1,0,0,2020-01-24
江苏省,18,1,0,宿迁,1,0,0,1,0,0,2020-01-24
黑龙江省,9,0,1,哈尔滨,5,0,0,6,0,0,2020-01-24
黑龙江省,9,0,1,牡丹江,0,0,0,1,0,0,2020-01-24
黑龙江省,9,0,1,大庆,0,0,0,1,0,0,2020-01-24
黑龙江省,9,0,1,绥化,0,0,0,1,0,1,2020-01-24
广西壮族自治区,23,0,0,北海,0,0,0,6,0,0,2020-01-24
广西壮族自治区,23,0,0,桂林,4,0,0,6,0,0,2020-01-24
广西壮族自治区,23,0,0,柳州,1,0,0,3,0,0,2020-01-24
广西壮族自治区,23,0,0,河池,2,0,0,3,0,0,2020-01-24
广西壮族自治区,23,0,0,防城港,2,0,0,2,0,0,2020-01-24
广西壮族自治区,23,0,0,梧州,0,0,0,1,0,0,2020-01-24
广西壮族自治区,23,0,0,百色,0,0,0,1,0,0,2020-01-24
广西壮族自治区,23,0,0,玉林,1,0,0,1,0,0,2020-01-24
河北省,8,0,1,石家庄,3,0,0,4,0,0,2020-01-24
河北省,8,0,1,沧州,1,0,0,2,0,1,2020-01-24
河北省,8,0,1,保定,1,0,0,1,0,0,2020-01-24
河北省,8,0,1,承德,1,0,0,1,0,0,2020-01-24
重庆市,57,0,0,万州区,7,0,0,10,0,0,2020-01-24
重庆市,57,0,0,长寿区,2,0,0,5,0,0,2020-01-24
重庆市,57,0,0,开州区,2,0,0,4,0,0,2020-01-24
重庆市,57,0,0,巫山县,0,0,0,3,0,0,2020-01-24
重庆市,57,0,0,永川区,1,0,0,3,0,0,2020-01-24
重庆市,57,0,0,九龙坡区,1,0,0,3,0,0,2020-01-24
重庆市,57,0,0,忠县,2,0,0,3,0,0,2020-01-24
重庆市,57,0,0,两江新区,2,0,0,3,0,0,2020-01-24
重庆市,57,0,0,石柱县,3,0,0,3,0,0,2020-01-24
重庆市,57,0,0,垫江县,0,0,0,2,0,0,2020-01-24
重庆市,57,0,0,大渡口区,1,0,0,2,0,0,2020-01-24
重庆市,57,0,0,渝北区,0,0,0,2,0,0,2020-01-24
重庆市,57,0,0,云阳县,1,0,0,2,0,0,2020-01-24
重庆市,57,0,0,巫溪县,1,0,0,2,0,0,2020-01-24
重庆市,57,0,0,合川区,2,0,0,2,0,0,2020-01-24
重庆市,57,0,0,璧山区,2,0,0,2,0,0,2020-01-24
重庆市,57,0,0,涪陵区,0,0,0,1,0,0,2020-01-24
重庆市,57,0,0,奉节县,0,0,0,1,0,0,2020-01-24
重庆市,57,0,0,秀山县,0,0,0,1,0,0,2020-01-24
重庆市,57,0,0,梁平区,1,0,0,1,0,0,2020-01-24
重庆市,57,0,0,城口县,1,0,0,1,0,0,2020-01-24
重庆市,57,0,0,丰都县,1,0,0,1,0,0,2020-01-24
吉林省,4,0,0,吉林,1,0,0,2,0,0,2020-01-24
吉林省,4,0,0,长春,0,0,0,1,0,0,2020-01-24
吉林省,4,0,0,松原,0,0,0,1,0,0,2020-01-24
辽宁省,16,0,0,沈阳,3,0,0,5,0,0,2020-01-24
辽宁省,16,0,0,大连,3,0,0,4,0,0,2020-01-24
辽宁省,16,0,0,朝阳,1,0,0,2,0,0,2020-01-24
辽宁省,16,0,0,铁岭,2,0,0,2,0,0,2020-01-24
辽宁省,16,0,0,葫芦岛,2,0,0,2,0,0,2020-01-24
辽宁省,16,0,0,本溪,1,0,0,1,0,0,2020-01-24
河南省,32,0,0,南阳,8,0,0,8,0,0,2020-01-24
河南省,32,0,0,郑州,3,0,0,6,0,0,2020-01-24
河南省,32,0,0,信阳,4,0,0,5,0,0,2020-01-24
河南省,32,0,0,周口,3,0,0,4,0,0,2020-01-24
河南省,32,0,0,巩义,0,0,0,2,0,0,2020-01-24
河南省,32,0,0,驻马店,2,0,0,2,0,0,2020-01-24
河南省,32,0,0,洛阳,0,0,0,1,0,0,2020-01-24
河南省,32,0,0,三门峡,0,0,0,1,0,0,2020-01-24
河南省,32,0,0,新乡,1,0,0,1,0,0,2020-01-24
河南省,32,0,0,平顶山,1,0,0,1,0,0,2020-01-24
河南省,32,0,0,固始县,1,0,0,1,0,0,2020-01-24
海南省,19,0,0,三亚,4,0,0,6,0,0,2020-01-24
海南省,19,0,0,万宁,3,0,0,5,0,0,2020-01-24
海南省,19,0,0,海口,0,0,0,3,0,0,2020-01-24
海南省,19,0,0,儋州,3,0,0,3,0,0,2020-01-24
海南省,19,0,0,临高县,0,0,0,1,0,0,2020-01-24
海南省,19,0,0,陵水县,1,0,0,1,0,0,2020-01-24
江西省,18,0,0,抚州,3,0,0,4,0,0,2020-01-24
江西省,18,0,0,南昌,1,0,0,3,0,0,2020-01-24
江西省,18,0,0,九江,1,0,0,2,0,0,2020-01-24
江西省,18,0,0,赣州,2,0,0,2,0,0,2020-01-24
江西省,18,0,0,上饶,2,0,0,2,0,0,2020-01-24
江西省,18,0,0,萍乡,0,0,0,1,0,0,2020-01-24
江西省,18,0,0,新余,0,0,0,1,0,0,2020-01-24
江西省,18,0,0,吉安,0,0,0,1,0,0,2020-01-24
江西省,18,0,0,景德镇,1,0,0,1,0,0,2020-01-24
江西省,18,0,0,宜春,1,0,0,1,0,0,2020-01-24
陕西省,15,0,0,西安,3,0,0,5,0,0,2020-01-24
陕西省,15,0,0,安康,2,0,0,3,0,0,2020-01-24
陕西省,15,0,0,铜川,3,0,0,3,0,0,2020-01-24
陕西省,15,0,0,咸阳,1,0,0,2,0,0,2020-01-24
陕西省,15,0,0,延安,0,0,0,1,0,0,2020-01-24
陕西省,15,0,0,商洛,1,0,0,1,0,0,2020-01-24
浙江省,62,1,0,台州,2,0,0,20,0,0,2020-01-24
浙江省,62,1,0,杭州,6,0,0,12,0,0,2020-01-24
浙江省,62,1,0,温州,4,0,0,10,1,0,2020-01-24
浙江省,62,1,0,宁波,1,0,0,6,0,0,2020-01-24
浙江省,62,1,0,绍兴,3,0,0,4,0,0,2020-01-24
浙江省,62,1,0,嘉兴,1,0,0,4,0,0,2020-01-24
浙江省,62,1,0,舟山,1,0,0,2,0,0,2020-01-24
浙江省,62,1,0,金华,1,0,0,2,0,0,2020-01-24
浙江省,62,1,0,衢州,0,0,0,2,0,0,2020-01-24
甘肃省,4,0,0,兰州,1,0,0,2,0,0,2020-01-24
甘肃省,4,0,0,白银,0,0,0,1,0,0,2020-01-24
甘肃省,4,0,0,临夏,1,0,0,1,0,0,2020-01-24
宁夏回族自治区,3,0,0,银川,0,0,0,1,0,0,2020-01-24
宁夏回族自治区,3,0,0,中卫,0,0,0,1,0,0,2020-01-24
宁夏回族自治区,3,0,0,固原,1,0,0,1,0,0,2020-01-24
内蒙古自治区,2,0,0,满洲里,0,0,0,1,0,0,2020-01-24
内蒙古自治区,2,0,0,锡林郭勒,1,0,0,1,0,0,2020-01-24
新疆维吾尔自治区,3,0,0,乌鲁木齐,3,0,0,3,0,0,2020-01-24
安徽省,39,0,0,合肥,4,0,0,10,0,0,2020-01-24
安徽省,39,0,0,阜阳,5,0,0,7,0,0,2020-01-24
安徽省,39,0,0,亳州,3,0,0,4,0,0,2020-01-24
安徽省,39,0,0,安庆,3,0,0,4,0,0,2020-01-24
安徽省,39,0,0,马鞍山,4,0,0,4,0,0,2020-01-24
安徽省,39,0,0,铜陵,3,0,0,3,0,0,2020-01-24
安徽省,39,0,0,六安,0,0,0,2,0,0,2020-01-24
安徽省,39,0,0,滁州,1,0,0,2,0,0,2020-01-24
安徽省,39,0,0,池州,0,0,0,1,0,0,2020-01-24
安徽省,39,0,0,蚌埠,0,0,0,1,0,0,2020-01-24
安徽省,39,0,0,芜湖,1,0,0,1,0,0,2020-01-24
福建省,18,0,0,福州,1,0,0,6,0,0,2020-01-24
福建省,18,0,0,厦门,0,0,0,3,0,0,2020-01-24
福建省,18,0,0,泉州,2,0,0,3,0,0,2020-01-24
福建省,18,0,0,漳州,3,0,0,3,0,0,2020-01-24
福建省,18,0,0,宁德,1,0,0,2,0,0,2020-01-24
福建省,18,0,0,三明,1,0,0,1,0,0,2020-01-24
云南省,11,0,0,昆明,2,0,0,4,0,0,2020-01-24
云南省,11,0,0,丽江市,2,0,0,2,0,0,2020-01-24
云南省,11,0,0,西双版纳州,1,0,0,1,0,0,2020-01-24
云南省,11,0,0,曲靖,1,0,0,1,0,0,2020-01-24
云南省,11,0,0,玉溪,1,0,0,1,0,0,2020-01-24
云南省,11,0,0,红河,1,0,0,1,0,0,2020-01-24
云南省,11,0,0,大理,1,0,0,1,0,0,2020-01-24
青海省,1,0,0,西宁,1,0,0,1,0,0,2020-01-24
四川省,44,0,0,成都,6,0,0,22,0,0,2020-01-25
四川省,44,0,0,绵阳,3,0,0,5,0,0,2020-01-25
四川省,44,0,0,广安,0,0,0,2,0,0,2020-01-25
四川省,44,0,0,遂宁,0,0,0,2,0,0,2020-01-25
四川省,44,0,0,泸州,1,0,0,2,0,0,2020-01-25
四川省,44,0,0,南充,2,0,0,2,0,0,2020-01-25
四川省,44,0,0,甘孜州,2,0,0,2,0,0,2020-01-25
四川省,44,0,0,德阳,0,0,0,1,0,0,2020-01-25
四川省,44,0,0,雅安,0,0,0,1,0,0,2020-01-25
四川省,44,0,0,达州,0,0,0,1,0,0,2020-01-25
四川省,44,0,0,自贡,0,0,0,1,0,0,2020-01-25
四川省,44,0,0,内江,0,0,0,1,0,0,2020-01-25
四川省,44,0,0,乐山,1,0,0,1,0,0,2020-01-25
四川省,44,0,0,眉山,1,0,0,1,0,0,2020-01-25
山西省,9,0,0,晋中,2,0,0,2,0,0,2020-01-25
山西省,9,0,0,太原,0,0,0,2,0,0,2020-01-25
山西省,9,0,0,运城,0,0,0,2,0,0,2020-01-25
山西省,9,0,0,阳泉,1,0,0,1,0,0,2020-01-25
山西省,9,0,0,大同,0,0,0,1,0,0,2020-01-25
山西省,9,0,0,长治,0,0,0,1,0,0,2020-01-25
湖南省,69,0,0,长沙,10,0,0,18,0,0,2020-01-25
湖南省,69,0,0,怀化,3,0,0,8,0,0,2020-01-25
湖南省,69,0,0,常德,4,0,0,7,0,0,2020-01-25
湖南省,69,0,0,岳阳,1,0,0,6,0,0,2020-01-25
湖南省,69,0,0,娄底,0,0,0,5,0,0,2020-01-25
湖南省,69,0,0,永州,0,0,0,4,0,0,2020-01-25
湖南省,69,0,0,益阳,0,0,0,4,0,0,2020-01-25
湖南省,69,0,0,株洲,2,0,0,3,0,0,2020-01-25
湖南省,69,0,0,湘潭,1,0,0,3,0,0,2020-01-25
湖南省,69,0,0,郴州,2,0,0,3,0,0,2020-01-25
湖南省,69,0,0,衡阳,0,0,0,3,0,0,2020-01-25
湖南省,69,0,0,湘西自治州,3,0,0,3,0,0,2020-01-25
湖南省,69,0,0,邵阳,0,0,0,2,0,0,2020-01-25
山东省,46,0,0,青岛,2,0,0,8,0,0,2020-01-25
山东省,46,0,0,临沂,4,0,0,7,0,0,2020-01-25
山东省,46,0,0,济宁,3,0,0,5,0,0,2020-01-25
山东省,46,0,0,济南,2,0,0,5,0,0,2020-01-25
山东省,46,0,0,威海,1,0,0,4,0,0,2020-01-25
山东省,46,0,0,日照,1,0,0,4,0,0,2020-01-25
山东省,46,0,0,德州,2,0,0,3,0,0,2020-01-25
山东省,46,0,0,滨州,2,0,0,3,0,0,2020-01-25
山东省,46,0,0,潍坊,1,0,0,2,0,0,2020-01-25
山东省,46,0,0,烟台,0,0,0,2,0,0,2020-01-25
山东省,46,0,0,聊城,0,0,0,1,0,0,2020-01-25
山东省,46,0,0,菏泽,0,0,0,1,0,0,2020-01-25
山东省,46,0,0,淄博市,1,0,0,1,0,0,2020-01-25
湖北省,1058,42,52,武汉,46,8,7,618,40,45,2020-01-25
湖北省,1058,42,52,黄冈,58,2,2,122,2,2,2020-01-25
湖北省,1058,42,52,孝感,29,0,0,55,0,0,2020-01-25
湖北省,1058,42,52,咸宁,43,0,0,43,0,0,2020-01-25
湖北省,1058,42,52,荆门,17,0,1,38,0,1,2020-01-25
湖北省,1058,42,52,随州,31,0,0,36,0,0,2020-01-25
湖北省,1058,42,52,荆州,23,0,2,33,0,2,2020-01-25
湖北省,1058,42,52,黄石,31,0,1,31,0,1,2020-01-25
湖北省,1058,42,52,宜昌,19,0,0,20,0,1,2020-01-25
湖北省,1058,42,52,十堰,15,0,0,20,0,0,2020-01-25
湖北省,1058,42,52,恩施州,6,0,0,17,0,0,2020-01-25
